Time,Extension,Force,Strain 1
"89.43000","2.98087","3195.76367","-0.0302"
"89.44000","2.98106","3199.65479","-0.0302"
"89.45000","2.98131","3203.30737","-0.0302"
"89.46000","2.98162","3207.13867","-0.0302"
"89.47000","2.98200","3211.61792","-0.0302"
"89.48000","2.98237","3217.14648","-0.0302"
"89.49000","2.98275","3223.53320","-0.0302"
"89.50000","2.98319","3230.84668","-0.0289"
"89.51000","2.98362","3238.86621","-0.0289"
"89.52000","2.98400","3247.44019","-0.0289"
"89.53000","2.98444","3256.26733","-0.0275"
"89.54000","2.98487","3265.02466","-0.0275"
"89.55000","2.98531","3273.82300","-0.0275"
"89.56000","2.98575","3282.70093","-0.0275"
"89.57000","2.98612","3291.64893","-0.0275"
"89.58000","2.98650","3300.48193","-0.0275"
"89.59000","2.98669","3308.86890","-0.0275"
"89.60000","2.98694","3316.32422","-0.0275"
"89.61000","2.98712","3322.52612","-0.0275"
"89.62000","2.98731","3327.41113","-0.0275"
"89.63000","2.98756","3331.34497","-0.0262"
"89.64000","2.98781","3334.90601","-0.0262"
"89.65000","2.98812","3338.73413","-0.0262"
"89.66000","2.98844","3343.14819","-0.0262"
"89.67000","2.98881","3348.48828","-0.0262"
"89.68000","2.98925","3354.87451","-0.0262"
"89.69000","2.98969","3362.32153","-0.0262"
"89.70000","2.99012","3370.82300","-0.0262"
"89.71000","2.99056","3379.82690","-0.0262"
"89.72000","2.99094","3389.12134","-0.0262"
"89.73000","2.99131","3398.31152","-0.0262"
"89.74000","2.99169","3407.14868","-0.0262"
"89.75000","2.99194","3415.19604","-0.0262"
"89.76000","2.99219","3422.34790","-0.0262"
"89.77000","2.99244","3428.57104","-0.0249"
"89.78000","2.99262","3433.84155","-0.0249"
"89.79000","2.99281","3438.53394","-0.0249"
"89.80000","2.99306","3442.69751","-0.0249"
"89.81000","2.99331","3446.63818","-0.0249"
"89.82000","2.99369","3451.03735","-0.0249"
"89.83000","2.99400","3455.96973","-0.0249"
"89.84000","2.99437","3461.63184","-0.0249"
"89.85000","2.99481","3468.18970","-0.0249"
"89.86000","2.99525","3475.76929","-0.0249"
"89.87000","2.99569","3484.16309","-0.0249"
"89.88000","2.99612","3493.08691","-0.0249"
"89.89000","2.99656","3502.25903","-0.0249"
"89.90000","2.99700","3511.42017","-0.0249"
"89.91000","2.99744","3520.49609","-0.0236"
"89.92000","2.99781","3529.58057","-0.0249"
"89.93000","2.99819","3538.66040","-0.0249"
"89.94000","2.99850","3547.39209","-0.0249"
"89.95000","2.99869","3555.35303","-0.0249"
"89.96000","2.99887","3562.11255","-0.0249"
"89.97000","2.99906","3567.36450","-0.0249"
"89.98000","2.99925","3571.44971","-0.0249"
"89.99000","2.99950","3575.06763","-0.0236"
"90.00000","2.99981","3578.61597","-0.0236"
"90.01000","3.00012","3582.57812","-0.0236"
"90.02000","3.00050","3587.27417","-0.0236"
"90.03000","3.00087","3593.11768","-0.0236"
"90.04000","3.00131","3600.07202","-0.0236"
"90.05000","3.00175","3608.01929","-0.0236"
"90.06000","3.00219","3616.72339","-0.0236"
"90.07000","3.00262","3626.00952","-0.0236"
"90.08000","3.00300","3635.49561","-0.0236"
"90.09000","3.00337","3644.78076","-0.0236"
"90.10000","3.00369","3653.64746","-0.0236"
"90.11000","3.00394","3661.85229","-0.0236"
"90.12000","3.00419","3668.98804","-0.0236"
"90.13000","3.00437","3674.97314","-0.0236"
"90.14000","3.00456","3680.00610","-0.0236"
"90.15000","3.00481","3684.22266","-0.0223"
"90.16000","3.00506","3688.07764","-0.0223"
"90.17000","3.00531","3691.93042","-0.0223"
"90.18000","3.00569","3696.20557","-0.0223"
"90.19000","3.00606","3701.19287","-0.0223"
"90.20000","3.00644","3707.28223","-0.0223"
"90.21000","3.00687","3714.27759","-0.0223"
"90.22000","3.00731","3722.31299","-0.0223"
"90.23000","3.00775","3731.16357","-0.0223"
"90.24000","3.00812","3740.28320","-0.0223"
"90.25000","3.00856","3749.54639","-0.0223"
"90.26000","3.00894","3758.73071","-0.0223"
"90.27000","3.00937","3767.86548","-0.0223"
"90.28000","3.00981","3776.91650","-0.0223"
"90.29000","3.01012","3785.83789","-0.0223"
"90.30000","3.01037","3794.14624","-0.0223"
"90.31000","3.01056","3801.47363","-0.0223"
"90.32000","3.01081","3807.56396","-0.0223"
"90.33000","3.01100","3812.57935","-0.0223"
"90.34000","3.01119","3816.81372","-0.0223"
"90.35000","3.01150","3820.75757","-0.0223"
"90.36000","3.01175","3824.95679","-0.0210"
"90.37000","3.01212","3829.55298","-0.0210"
"90.38000","3.01250","3835.03076","-0.0210"
"90.39000","3.01287","3841.45239","-0.0210"
"90.40000","3.01331","3848.70776","-0.0210"
"90.41000","3.01375","3856.80347","-0.0223"
"90.42000","3.01419","3865.75317","-0.0223"
"90.43000","3.01462","3875.18555","-0.0223"
"90.44000","3.01506","3884.64819","-0.0223"
"90.45000","3.01537","3894.07910","-0.0210"
"90.46000","3.01569","3902.99780","-0.0223"
"90.47000","3.01594","3911.01978","-0.0223"
"90.48000","3.01619","3918.05591","-0.0223"
"90.49000","3.01637","3923.94775","-0.0223"
"90.50000","3.01656","3928.91772","-0.0223"
"90.51000","3.01681","3933.33691","-0.0223"
"90.52000","3.01706","3937.33228","-0.0223"
"90.53000","3.01731","3941.35864","-0.0223"
"90.54000","3.01769","3945.91699","-0.0223"
"90.55000","3.01806","3951.23169","-0.0223"
"90.56000","3.01844","3957.56323","-0.0223"
"90.57000","3.01887","3964.98267","-0.0223"
"90.58000","3.01931","3973.29150","-0.0223"
"90.59000","3.01969","3982.38745","-0.0223"
"90.60000","3.02012","3991.77637","-0.0223"
"90.61000","3.02056","4001.08813","-0.0223"
"90.62000","3.02100","4010.26001","-0.0223"
"90.63000","3.02137","4019.45703","-0.0223"
"90.64000","3.02181","4028.54419","-0.0223"
"90.65000","3.02212","4037.39771","-0.0223"
"90.66000","3.02237","4045.76367","-0.0223"
"90.67000","3.02256","4053.21680","-0.0223"
"90.68000","3.02275","4059.29688","-0.0223"
"90.69000","3.02294","4064.16919","-0.0223"
"90.70000","3.02312","4068.24585","-0.0223"
"90.71000","3.02344","4072.04932","-0.0223"
"90.72000","3.02369","4075.98657","-0.0223"
"90.73000","3.02406","4080.47510","-0.0223"
"90.74000","3.02444","4085.93896","-0.0210"
"90.75000","3.02487","4092.48950","-0.0210"
"90.76000","3.02531","4100.11621","-0.0210"
"90.77000","3.02581","4108.82959","-0.0210"
"90.78000","3.02625","4118.22021","-0.0210"
"90.79000","3.02662","4127.97461","-0.0223"
"90.80000","3.02700","4137.75684","-0.0210"
"90.81000","3.02731","4147.17480","-0.0210"
"90.82000","3.02762","4155.85352","-0.0210"
"90.83000","3.02787","4163.72656","-0.0210"
"90.84000","3.02806","4170.44189","-0.0210"
"90.85000","3.02825","4175.98389","-0.0210"
"90.86000","3.02850","4180.60400","-0.0210"
"90.87000","3.02875","4184.82959","-0.0210"
"90.88000","3.02900","4189.07031","-0.0210"
"90.89000","3.02931","4193.70068","-0.0210"
"90.90000","3.02969","4198.92822","-0.0210"
"90.91000","3.03006","4204.84229","-0.0223"
"90.92000","3.03050","4211.80811","-0.0223"
"90.93000","3.03094","4219.68311","-0.0223"
"90.94000","3.03137","4228.31250","-0.0223"
"90.95000","3.03175","4237.34619","-0.0223"
"90.96000","3.03219","4246.52002","-0.0223"
"90.97000","3.03262","4255.82812","-0.0223"
"90.98000","3.03300","4265.12305","-0.0223"
"90.99000","3.03344","4274.29590","-0.0223"
"91.00000","3.03381","4283.39746","-0.0223"
"91.01000","3.03406","4292.22607","-0.0223"
"91.02000","3.03431","4300.31543","-0.0223"
"91.03000","3.03450","4307.19238","-0.0223"
"91.04000","3.03469","4312.84766","-0.0223"
"91.05000","3.03487","4317.41797","-0.0223"
"91.06000","3.03512","4321.25830","-0.0223"
"91.07000","3.03537","4324.93457","-0.0223"
"91.08000","3.03569","4328.98145","-0.0223"
"91.09000","3.03606","4333.75000","-0.0210"
"91.10000","3.03644","4339.65332","-0.0210"
"91.11000","3.03687","4346.54150","-0.0210"
"91.12000","3.03737","4354.41064","-0.0210"
"91.13000","3.03781","4363.28076","-0.0210"
"91.14000","3.03825","4372.96777","-0.0210"
"91.15000","3.03869","4383.03955","-0.0210"
"91.16000","3.03906","4393.01221","-0.0210"
"91.17000","3.03937","4402.49316","-0.0210"
"91.18000","3.03962","4411.01270","-0.0210"
"91.19000","3.03987","4418.50586","-0.0197"
"91.20000","3.04006","4424.85254","-0.0197"
"91.21000","3.04031","4430.22217","-0.0197"
"91.22000","3.04050","4434.80078","-0.0197"
"91.23000","3.04075","4438.98535","-0.0197"
"91.24000","3.04106","4443.10449","-0.0197"
"91.25000","3.04144","4447.80176","-0.0197"
"91.26000","3.04181","4453.25098","-0.0197"
"91.27000","3.04219","4459.49121","-0.0197"
"91.28000","3.04256","4466.77637","-0.0184"
"91.29000","3.04300","4474.80518","-0.0184"
"91.30000","3.04344","4483.57031","-0.0197"
"91.31000","3.04381","4492.60449","-0.0197"
"91.32000","3.04419","4501.72852","-0.0197"
"91.33000","3.04462","4510.66895","-0.0184"
"91.34000","3.04506","4519.73975","-0.0184"
"91.35000","3.04544","4528.90527","-0.0197"
"91.36000","3.04575","4537.83447","-0.0197"
"91.37000","3.04606","4546.38770","-0.0197"
"91.38000","3.04631","4554.39160","-0.0197"
"91.39000","3.04650","4561.12549","-0.0197"
"91.40000","3.04669","4566.69434","-0.0197"
"91.41000","3.04687","4571.19971","-0.0197"
"91.42000","3.04712","4575.15283","-0.0197"
"91.43000","3.04737","4578.89111","-0.0197"
"91.44000","3.04775","4583.05273","-0.0197"
"91.45000","3.04812","4588.20361","-0.0197"
"91.46000","3.04850","4594.43896","-0.0197"
"91.47000","3.04900","4602.00439","-0.0197"
"91.48000","3.04944","4610.78223","-0.0197"
"91.49000","3.04994","4620.48926","-0.0197"
"91.50000","3.05037","4630.76172","-0.0197"
"91.51000","3.05075","4640.97412","-0.0197"
"91.52000","3.05112","4651.03223","-0.0197"
"91.53000","3.05137","4660.33789","-0.0197"
"91.54000","3.05162","4668.41309","-0.0184"
"91.55000","3.05187","4675.31201","-0.0184"
"91.56000","3.05206","4680.94238","-0.0184"
"91.57000","3.05225","4685.70996","-0.0184"
"91.58000","3.05250","4689.86426","-0.0184"
"91.59000","3.05275","4693.89990","-0.0184"
"91.60000","3.05306","4698.32373","-0.0184"
"91.61000","3.05337","4703.27832","-0.0184"
"91.62000","3.05375","4709.02197","-0.0184"
"91.63000","3.05419","4715.57129","-0.0184"
"91.64000","3.05456","4723.11475","-0.0184"
"91.65000","3.05500","4731.54541","-0.0184"
"91.66000","3.05537","4740.66260","-0.0184"
"91.67000","3.05581","4749.96777","-0.0184"
"91.68000","3.05625","4759.28564","-0.0184"
"91.69000","3.05669","4768.47754","-0.0184"
"91.70000","3.05712","4777.67285","-0.0184"
"91.71000","3.05750","4787.01904","-0.0184"
"91.72000","3.05781","4796.18066","-0.0184"
"91.73000","3.05806","4804.82617","-0.0197"
"91.74000","3.05825","4812.62695","-0.0197"
"91.75000","3.05844","4819.09766","-0.0197"
"91.76000","3.05862","4824.19922","-0.0197"
"91.77000","3.05887","4828.52588","-0.0197"
"91.78000","3.05912","4832.55371","-0.0197"
"91.79000","3.05944","4836.62598","-0.0197"
"91.80000","3.05975","4841.13232","-0.0184"
"91.81000","3.06012","4846.40674","-0.0184"
"91.82000","3.06056","4852.88965","-0.0184"
"91.83000","3.06100","4860.60986","-0.0184"
"91.84000","3.06144","4869.25098","-0.0184"
"91.85000","3.06194","4878.68311","-0.0184"
"91.86000","3.06231","4888.57324","-0.0184"
"91.87000","3.06269","4898.51855","-0.0171"
"91.88000","3.06306","4908.25732","-0.0171"
"91.89000","3.06331","4917.40918","-0.0171"
"91.90000","3.06356","4925.49561","-0.0171"
"91.91000","3.06381","4932.50586","-0.0171"
"91.92000","3.06400","4938.46387","-0.0171"
"91.93000","3.06425","4943.60010","-0.0171"
"91.94000","3.06444","4948.18701","-0.0171"
"91.95000","3.06475","4952.59033","-0.0171"
"91.96000","3.06506","4957.30811","-0.0171"
"91.97000","3.06537","4962.56934","-0.0171"
"91.98000","3.06575","4968.52490","-0.0171"
"91.99000","3.06619","4975.33545","-0.0171"
"92.00000","3.06656","4983.01416","-0.0171"
"92.01000","3.06700","4991.48145","-0.0171"
"92.02000","3.06744","5000.54004","-0.0171"
"92.03000","3.06781","5009.82129","-0.0171"
"92.04000","3.06825","5019.21826","-0.0171"
"92.05000","3.06869","5028.72217","-0.0171"
"92.06000","3.06912","5038.37012","-0.0171"
"92.07000","3.06944","5047.95361","-0.0157"
"92.08000","3.06975","5057.31348","-0.0157"
"92.09000","3.07000","5065.94678","-0.0157"
"92.10000","3.07019","5073.44434","-0.0157"
"92.11000","3.07037","5079.39600","-0.0157"
"92.12000","3.07056","5084.06836","-0.0157"
"92.13000","3.07075","5087.89746","-0.0157"
"92.14000","3.07100","5091.47021","-0.0157"
"92.15000","3.07131","5095.18750","-0.0157"
"92.16000","3.07169","5099.72217","-0.0157"
"92.17000","3.07206","5105.42627","-0.0157"
"92.18000","3.07250","5112.42432","-0.0157"
"92.19000","3.07294","5120.54590","-0.0157"
"92.20000","3.07344","5129.69727","-0.0157"
"92.21000","3.07387","5139.67969","-0.0157"
"92.22000","3.07431","5150.02832","-0.0157"
"92.23000","3.07469","5160.35840","-0.0157"
"92.24000","3.07500","5170.38721","-0.0157"
"92.25000","3.07531","5179.61621","-0.0157"
"92.26000","3.07556","5187.73926","-0.0157"
"92.27000","3.07581","5194.70801","-0.0157"
"92.28000","3.07600","5200.60596","-0.0157"
"92.29000","3.07619","5205.58252","-0.0157"
"92.30000","3.07644","5209.95801","-0.0157"
"92.31000","3.07675","5214.30908","-0.0157"
"92.32000","3.07706","5219.03955","-0.0157"
"92.33000","3.07744","5224.64795","-0.0157"
"92.34000","3.07781","5231.23682","-0.0157"
"92.35000","3.07825","5238.54883","-0.0157"
"92.36000","3.07862","5246.61914","-0.0157"
"92.37000","3.07900","5255.28613","-0.0157"
"92.38000","3.07944","5264.17920","-0.0157"
"92.39000","3.07981","5273.21973","-0.0144"
"92.40000","3.08025","5282.28760","-0.0144"
"92.41000","3.08069","5291.34375","-0.0144"
"92.42000","3.08106","5300.53906","-0.0144"
"92.43000","3.08144","5309.75635","-0.0144"
"92.44000","3.08175","5318.78271","-0.0144"
"92.45000","3.08200","5327.20654","-0.0144"
"92.46000","3.08212","5334.50146","-0.0144"
"92.47000","3.08237","5340.46484","-0.0144"
"92.48000","3.08256","5345.21729","-0.0144"
"92.49000","3.08281","5349.31592","-0.0144"
"92.50000","3.08306","5353.24463","-0.0144"
"92.51000","3.08337","5357.59717","-0.0144"
"92.52000","3.08375","5362.65088","-0.0144"
"92.53000","3.08412","5368.66602","-0.0144"
"92.54000","3.08456","5375.79834","-0.0144"
"92.55000","3.08500","5384.04492","-0.0144"
"92.56000","3.08550","5393.24609","-0.0144"
"92.57000","3.08594","5403.11328","-0.0144"
"92.58000","3.08631","5413.40967","-0.0144"
"92.59000","3.08669","5423.72119","-0.0144"
"92.60000","3.08700","5433.47510","-0.0144"
"92.61000","3.08731","5442.31250","-0.0144"
"92.62000","3.08750","5450.12305","-0.0144"
"92.63000","3.08775","5456.68066","-0.0144"
"92.64000","3.08794","5462.18311","-0.0144"
"92.65000","3.08819","5466.88477","-0.0144"
"92.66000","3.08837","5471.28906","-0.0144"
"92.67000","3.08869","5475.71973","-0.0144"
"92.68000","3.08906","5480.56445","-0.0144"
"92.69000","3.08944","5486.10107","-0.0144"
"92.70000","3.08981","5492.70117","-0.0144"
"92.71000","3.09019","5500.23096","-0.0144"
"92.72000","3.09062","5508.52734","-0.0144"
"92.73000","3.09106","5517.52393","-0.0144"
"92.74000","3.09144","5526.88037","-0.0131"
"92.75000","3.09187","5536.42383","-0.0131"
"92.76000","3.09231","5546.07861","-0.0131"
"92.77000","3.09275","5555.80469","-0.0131"
"92.78000","3.09319","5565.62646","-0.0131"
"92.79000","3.09350","5575.36133","-0.0131"
"92.80000","3.09381","5584.54150","-0.0131"
"92.81000","3.09400","5592.65479","-0.0131"
"92.82000","3.09412","5599.35498","-0.0131"
"92.83000","3.09431","5604.61572","-0.0131"
"92.84000","3.09456","5608.82764","-0.0131"
"92.85000","3.09481","5612.45898","-0.0131"
"92.86000","3.09506","5616.16797","-0.0131"
"92.87000","3.09537","5620.52930","-0.0131"
"92.88000","3.09575","5625.88477","-0.0131"
"92.89000","3.09619","5632.27002","-0.0131"
"92.90000","3.09662","5639.81689","-0.0131"
"92.91000","3.09706","5648.35205","-0.0131"
"92.92000","3.09750","5657.71143","-0.0131"
"92.93000","3.09787","5667.51270","-0.0131"
"92.94000","3.09831","5677.68311","-0.0131"
"92.95000","3.09862","5687.70947","-0.0131"
"92.96000","3.09894","5697.15625","-0.0131"
"92.97000","3.09925","5705.81836","-0.0131"
"92.98000","3.09944","5713.45557","-0.0131"
"92.99000","3.09969","5720.00879","-0.0131"
"93.00000","3.09994","5725.65723","-0.0131"
"93.01000","3.10012","5730.57324","-0.0131"
"93.02000","3.10044","5735.20215","-0.0131"
"93.03000","3.10075","5740.00879","-0.0131"
"93.04000","3.10106","5745.29199","-0.0131"
"93.05000","3.10144","5751.28369","-0.0131"
"93.06000","3.10187","5758.23828","-0.0131"
"93.07000","3.10225","5766.10547","-0.0131"
"93.08000","3.10269","5774.80713","-0.0131"
"93.09000","3.10312","5784.05322","-0.0131"
"93.10000","3.10350","5793.57520","-0.0118"
"93.11000","3.10394","5803.11523","-0.0131"
"93.12000","3.10437","5812.73193","-0.0118"
"93.13000","3.10481","5822.25781","-0.0118"
"93.14000","3.10519","5831.92041","-0.0118"
"93.15000","3.10544","5841.45508","-0.0105"
"93.16000","3.10569","5850.14990","-0.0105"
"93.17000","3.10587","5857.61377","-0.0105"
"93.18000","3.10606","5863.69678","-0.0092"
"93.19000","3.10625","5868.49512","-0.0092"
"93.20000","3.10644","5872.49707","-0.0092"
"93.21000","3.10669","5876.20605","-0.0092"
"93.22000","3.10700","5880.13428","-0.0092"
"93.23000","3.10731","5884.85693","-0.0092"
"93.24000","3.10769","5890.59766","-0.0092"
"93.25000","3.10812","5897.49121","-0.0079"
"93.26000","3.10862","5905.62891","-0.0079"
"93.27000","3.10906","5914.89062","-0.0092"
"93.28000","3.10950","5924.98633","-0.0092"
"93.29000","3.10994","5935.51904","-0.0092"
"93.30000","3.11037","5946.11572","-0.0092"
"93.31000","3.11069","5956.39795","-0.0092"
"93.32000","3.11100","5966.08984","-0.0092"
"93.33000","3.11125","5974.78662","-0.0092"
"93.34000","3.11150","5982.23486","-0.0092"
"93.35000","3.11169","5988.52100","-0.0105"
"93.36000","3.11194","5993.93652","-0.0105"
"93.37000","3.11219","5998.71387","-0.0105"
"93.38000","3.11244","6003.27246","-0.0105"
"93.39000","3.11281","6008.12158","-0.0105"
"93.40000","3.11312","6013.62988","-0.0105"
"93.41000","3.11350","6019.97656","-0.0105"
"93.42000","3.11387","6027.20361","-0.0105"
"93.43000","3.11431","6035.12500","-0.0105"
"93.44000","3.11469","6043.78711","-0.0105"
"93.45000","3.11512","6052.84131","-0.0105"
"93.46000","3.11550","6062.05029","-0.0092"
"93.47000","3.11594","6071.34326","-0.0092"
"93.48000","3.11631","6080.74219","-0.0092"
"93.49000","3.11675","6090.28125","-0.0092"
"93.50000","3.11712","6099.94189","-0.0092"
"93.51000","3.11744","6109.36279","-0.0092"
"93.52000","3.11769","6118.20654","-0.0092"
"93.53000","3.11781","6125.88135","-0.0092"
"93.54000","3.11806","6132.18652","-0.0092"
"93.55000","3.11825","6137.15625","-0.0092"
"93.56000","3.11844","6141.22266","-0.0092"
"93.57000","3.11875","6145.00830","-0.0092"
"93.58000","3.11906","6149.07471","-0.0092"
"93.59000","3.11937","6153.97510","-0.0092"
"93.60000","3.11981","6159.93701","-0.0092"
"93.61000","3.12025","6167.01904","-0.0092"
"93.62000","3.12069","6175.39453","-0.0092"
"93.63000","3.12112","6184.81787","-0.0092"
"93.64000","3.12162","6195.07764","-0.0105"
"93.65000","3.12200","6205.73242","-0.0105"
"93.66000","3.12237","6216.46533","-0.0092"
"93.67000","3.12269","6226.69043","-0.0092"
"93.68000","3.12300","6235.97900","-0.0092"
"93.69000","3.12325","6244.20801","-0.0092"
"93.70000","3.12344","6251.20264","-0.0092"
"93.71000","3.12362","6256.97607","-0.0092"
"93.72000","3.12387","6261.79297","-0.0092"
"93.73000","3.12412","6265.95264","-0.0092"
"93.74000","3.12437","6270.13232","-0.0092"
"93.75000","3.12475","6274.92383","-0.0092"
"93.76000","3.12506","6280.53564","-0.0092"
"93.77000","3.12550","6287.18115","-0.0092"
"93.78000","3.12587","6294.89355","-0.0092"
"93.79000","3.12631","6303.44971","-0.0092"
"93.80000","3.12669","6312.60107","-0.0079"
"93.81000","3.12712","6322.09326","-0.0092"
"93.82000","3.12756","6331.66602","-0.0079"
"93.83000","3.12794","6341.35059","-0.0079"
"93.84000","3.12837","6351.10205","-0.0079"
"93.85000","3.12881","6360.87451","-0.0079"
"93.86000","3.12919","6370.64111","-0.0079"
"93.87000","3.12944","6379.92090","-0.0079"
"93.88000","3.12962","6388.14795","-0.0079"
"93.89000","3.12981","6395.12402","-0.0079"
"93.90000","3.13000","6400.80957","-0.0079"
"93.91000","3.13025","6405.47656","-0.0079"
"93.92000","3.13050","6409.44238","-0.0079"
"93.93000","3.13075","6413.44922","-0.0079"
"93.94000","3.13106","6417.95752","-0.0079"
"93.95000","3.13144","6423.29834","-0.0079"
"93.96000","3.13181","6429.68066","-0.0079"
"93.97000","3.13225","6437.15723","-0.0079"
"93.98000","3.13269","6445.79590","-0.0079"
"93.99000","3.13312","6455.25830","-0.0079"
"94.00000","3.13356","6465.31934","-0.0066"
"94.01000","3.13394","6475.39111","-0.0066"
"94.02000","3.13431","6485.28174","-0.0066"
"94.03000","3.13462","6494.64600","-0.0066"
"94.04000","3.13494","6503.33545","-0.0066"
"94.05000","3.13512","6511.24268","-0.0066"
"94.06000","3.13537","6517.93848","-0.0066"
"94.07000","3.13562","6523.57764","-0.0066"
"94.08000","3.13581","6528.53027","-0.0066"
"94.09000","3.13612","6533.27100","-0.0066"
"94.10000","3.13637","6538.29199","-0.0066"
"94.11000","3.13675","6543.62500","-0.0066"
"94.12000","3.13712","6549.64355","-0.0066"
"94.13000","3.13750","6556.56543","-0.0066"
"94.14000","3.13794","6564.39648","-0.0066"
"94.15000","3.13837","6572.90967","-0.0066"
"94.16000","3.13875","6582.02930","-0.0066"
"94.17000","3.13919","6591.58154","-0.0066"
"94.18000","3.13962","6601.21436","-0.0066"
"94.19000","3.14006","6610.97070","-0.0066"
"94.20000","3.14044","6620.78613","-0.0066"
"94.21000","3.14081","6630.79004","-0.0066"
"94.22000","3.14112","6640.71533","-0.0066"
"94.23000","3.14137","6649.88525","-0.0066"
"94.24000","3.14156","6657.89014","-0.0066"
"94.25000","3.14175","6664.32324","-0.0066"
"94.26000","3.14194","6669.23242","-0.0066"
"94.27000","3.14219","6673.11230","-0.0066"
"94.28000","3.14244","6676.81641","-0.0066"
"94.29000","3.14269","6680.92285","-0.0066"
"94.30000","3.14306","6685.74072","-0.0066"
"94.31000","3.14344","6691.60791","-0.0066"
"94.32000","3.14381","6698.52051","-0.0066"
"94.33000","3.14425","6706.36963","-0.0052"
"94.34000","3.14469","6715.20752","-0.0052"
"94.35000","3.14519","6724.99316","-0.0052"
"94.36000","3.14556","6735.19824","-0.0052"
"94.37000","3.14594","6745.65967","-0.0052"
"94.38000","3.14631","6756.03955","-0.0052"
"94.39000","3.14662","6765.83057","-0.0052"
"94.40000","3.14687","6774.57812","-0.0052"
"94.41000","3.14712","6782.12793","-0.0052"
"94.42000","3.14731","6788.42578","-0.0052"
"94.43000","3.14756","6793.89697","-0.0052"
"94.44000","3.14781","6798.93701","-0.0052"
"94.45000","3.14806","6803.77490","-0.0052"
"94.46000","3.14837","6808.70410","-0.0052"
"94.47000","3.14875","6814.14746","-0.0052"
"94.48000","3.14912","6820.32910","-0.0052"
"94.49000","3.14950","6827.28418","-0.0052"
"94.50000","3.14987","6835.10693","-0.0052"
"94.51000","3.15031","6843.86035","-0.0052"
"94.52000","3.15075","6853.22900","-0.0052"
"94.53000","3.15112","6862.93604","-0.0052"
"94.54000","3.15150","6872.60791","-0.0052"
"94.55000","3.15194","6882.29297","-0.0052"
"94.56000","3.15237","6891.99414","-0.0039"
"94.57000","3.15275","6901.55859","-0.0039"
"94.58000","3.15306","6911.02002","-0.0039"
"94.59000","3.15331","6920.08350","-0.0039"
"94.60000","3.15356","6928.27197","-0.0039"
"94.61000","3.15375","6934.94385","-0.0039"
"94.62000","3.15394","6940.35156","-0.0039"
"94.63000","3.15419","6944.84570","-0.0039"
"94.64000","3.15444","6949.05762","-0.0039"
"94.65000","3.15475","6953.56885","-0.0039"
"94.66000","3.15506","6958.71631","-0.0039"
"94.67000","3.15550","6964.81152","-0.0039"
"94.68000","3.15587","6971.97461","-0.0039"
"94.69000","3.15631","6980.28857","-0.0039"
"94.70000","3.15675","6989.48438","-0.0039"
"94.71000","3.15719","6999.19482","-0.0039"
"94.72000","3.15762","7009.34180","-0.0039"
"94.73000","3.15800","7019.56152","-0.0039"
"94.74000","3.15831","7029.57129","-0.0039"
"94.75000","3.15856","7038.84424","-0.0039"
"94.76000","3.15881","7047.03613","-0.0039"
"94.77000","3.15906","7054.22168","-0.0052"
"94.78000","3.15925","7060.29736","-0.0052"
"94.79000","3.15950","7065.47998","-0.0052"
"94.80000","3.15975","7070.17725","-0.0039"
"94.81000","3.16000","7074.74512","-0.0052"
"94.82000","3.16031","7079.74121","-0.0039"
"94.83000","3.16069","7085.45361","-0.0039"
"94.84000","3.16106","7092.00488","-0.0039"
"94.85000","3.16144","7099.31396","-0.0039"
"94.86000","3.16187","7107.55420","-0.0039"
"94.87000","3.16231","7116.35791","-0.0039"
"94.88000","3.16269","7125.77686","-0.0039"
"94.89000","3.16312","7135.59375","-0.0039"
"94.90000","3.16356","7145.60059","-0.0039"
"94.91000","3.16400","7155.76270","-0.0039"
"94.92000","3.16444","7165.87842","-0.0039"
"94.93000","3.16481","7176.03857","-0.0026"
"94.94000","3.16512","7186.00977","-0.0026"
"94.95000","3.16537","7195.19043","-0.0026"
"94.96000","3.16556","7203.04688","-0.0026"
"94.97000","3.16575","7209.32764","-0.0026"
"94.98000","3.16594","7214.42920","-0.0026"
"94.99000","3.16619","7218.67383","-0.0026"
"95.00000","3.16650","7222.70557","-0.0026"
"95.01000","3.16681","7227.15088","-0.0026"
"95.02000","3.16712","7232.52881","-0.0026"
"95.03000","3.16750","7238.73975","-0.0026"
"95.04000","3.16787","7245.80078","-0.0026"
"95.05000","3.16831","7253.78027","-0.0026"
"95.06000","3.16875","7262.68213","-0.0026"
"95.07000","3.16912","7272.20117","-0.0026"
"95.08000","3.16956","7281.96582","-0.0026"
"95.09000","3.16994","7291.70898","-0.0026"
"95.10000","3.17025","7301.28418","-0.0026"
"95.11000","3.17050","7310.28906","-0.0026"
"95.12000","3.17081","7318.38574","-0.0026"
"95.13000","3.17106","7325.53320","-0.0026"
"95.14000","3.17125","7331.86963","-0.0026"
"95.15000","3.17150","7337.35254","-0.0026"
"95.16000","3.17175","7342.47021","-0.0026"
"95.17000","3.17206","7347.52637","-0.0026"
"95.18000","3.17237","7352.82520","-0.0026"
"95.19000","3.17275","7358.73291","-0.0026"
"95.20000","3.17319","7365.48145","-0.0026"
"95.21000","3.17356","7373.22852","-0.0039"
"95.22000","3.17400","7381.85938","-0.0039"
"95.23000","3.17444","7391.26562","-0.0039"
"95.24000","3.17487","7401.07275","-0.0026"
