,Date,LSE (GBp),NYSE (USD)
777,28/02/2023,4479.27,56.34
778,27/02/2023,4492.12,56.9
779,24/02/2023,4511.40,56.32
780,23/02/2023,4523.19,56.99
781,22/02/2023,4536.58,57.99
782,21/02/2023,4507.12,57.52
783,17/02/2023,4526.94,57.06
784,16/02/2023,4581.57,56.95
785,15/02/2023,4548.90,57.7
786,14/02/2023,4584.78,58.7
787,13/02/2023,4433.74,57.29
788,10/02/2023,4398.39,56.16
789,09/02/2023,4429.46,56.7
790,08/02/2023,4392.50,55.91
791,07/02/2023,4440.70,55.51
792,06/02/2023,4462.66,56.62
793,03/02/2023,4393.03,56.75
794,02/02/2023,4432.67,56.6
795,01/02/2023,4429.46,57.17
796,31/01/2023,4351.26,56.87
797,30/01/2023,4316.44,56.51
798,27/01/2023,4331.97,56.17
799,26/01/2023,4375.36,56.34
800,25/01/2023,4403.75,56.33
801,24/01/2023,4402.14,63.5
802,23/01/2023,4398.39,57.23
803,20/01/2023,4368.40,56.73
804,19/01/2023,4393.03,56.5
805,18/01/2023,4455.70,57.45
806,17/01/2023,4480.34,57.48
807,13/01/2023,4496.41,57.65
808,12/01/2023,4503.37,57.09
809,11/01/2023,4488.91,57.71
810,10/01/2023,4493.73,57.49
811,09/01/2023,4501.23,57.2
812,06/01/2023,4513.55,56.27
813,05/01/2023,4511.94,56.62
814,04/01/2023,4496.94,57.07
815,03/01/2023,4455.16,56.35
816,30/12/2022,4480.87,56.6
817,29/12/2022,4498.01,56.89
818,28/12/2022,4538.18,57.34
819,23/12/2022,4524.26,57.11
820,22/12/2022,4523.72,57.18
821,21/12/2022,4462.66,56.86
822,20/12/2022,4461.59,56.88
823,19/12/2022,4441.24,56.87
824,16/12/2022,4432.13,56.31
825,15/12/2022,4435.88,57.18
826,14/12/2022,4391.96,57.74
827,13/12/2022,4429.99,57.38
828,12/12/2022,4414.46,57.2
829,09/12/2022,4428.38,57.12
830,08/12/2022,4467.48,56.93
831,07/12/2022,4503.37,57.33
832,06/12/2022,4493.19,57.57
833,05/12/2022,4472.30,57.29
834,02/12/2022,4470.70,56.97
835,01/12/2022,4442.31,57.25
836,30/11/2022,4425.17,56.1
837,29/11/2022,4427.31,55.81
838,28/11/2022,4405.89,55.99
839,25/11/2022,4408.03,55.78
840,23/11/2022,4421.42,55.76
841,22/11/2022,4390.89,54.87
842,21/11/2022,4330.37,54.26
843,18/11/2022,4342.15,54.41
844,17/11/2022,4320.73,53.57
845,16/11/2022,4345.90,54.45
846,15/11/2022,4324.48,54.18
847,14/11/2022,4266.10,53.34
848,11/11/2022,4317.51,51.96
849,10/11/2022,4361.97,53.22
850,09/11/2022,4331.44,52.13
851,08/11/2022,4303.59,52.11
852,07/11/2022,4351.79,52.08
853,04/11/2022,4275.20,50.99
854,03/11/2022,4206.11,50.06
855,02/11/2022,4247.35,51.08
856,01/11/2022,4273.06,51.56
857,31/10/2022,4218.96,51.55
858,28/10/2022,4150.40,50.81
859,27/10/2022,4170.76,50.02
860,26/10/2022,4204.50,49.82
861,25/10/2022,4222.18,50.23
862,24/10/2022,4215.75,49.7
863,21/10/2022,4155.23,49.43
864,20/10/2022,4179.33,49.42
865,19/10/2022,4178.79,49.59
866,18/10/2022,4169.69,49.46
867,17/10/2022,4158.44,49.46
868,14/10/2022,4137.55,49.51
869,13/10/2022,4201.82,47.95
870,12/10/2022,4238.78,48.68
871,11/10/2022,4199.68,49.13
872,10/10/2022,4192.72,48.52
873,07/10/2022,4196.47,49.46
874,06/10/2022,4227.53,49.73
875,05/10/2022,4184.68,50.36
876,04/10/2022,4183.61,50.49
877,03/10/2022,4190.04,49.28
878,30/09/2022,4309.48,49.74
879,29/09/2022,4381.79,50.32
880,28/09/2022,4316.98,48.72
881,27/09/2022,4421.42,49.79
882,26/09/2022,4412.85,49.71
883,23/09/2022,4344.83,50.06
884,22/09/2022,4331.97,51.69
885,21/09/2022,4238.24,51.05
886,20/09/2022,4237.17,51
887,16/09/2022,4246.81,50.97
888,15/09/2022,4262.35,51.14
889,14/09/2022,4291.80,51.72
890,13/09/2022,4312.69,52.56
891,12/09/2022,4263.42,52.84
892,09/09/2022,4200.22,51.72
893,08/09/2022,4204.50,50.18
894,07/09/2022,4177.72,50.4
895,06/09/2022,4138.09,50.79
896,02/09/2022,4154.15,50.73
897,01/09/2022,4205.04,50.54
898,31/08/2022,4215.21,51.59
899,30/08/2022,4213.61,51.98
900,26/08/2022,4259.67,52.75
901,25/08/2022,4265.02,52.61
902,24/08/2022,4209.86,52.63
903,23/08/2022,4281.09,52.27
904,22/08/2022,4283.23,53.2
905,19/08/2022,4215.75,53.36
906,18/08/2022,4229.67,53.24
907,17/08/2022,4198.61,53.42
908,16/08/2022,4231.28,53.12
909,15/08/2022,4206.11,53.52
910,12/08/2022,4179.86,53.2
911,11/08/2022,4237.17,53.67
912,10/08/2022,4251.63,54.34
913,09/08/2022,4293.95,54.25
914,08/08/2022,4271.99,54.63
915,05/08/2022,4271.99,54.07
916,04/08/2022,4261.81,54.5
917,03/08/2022,4262.88,54.48
918,02/08/2022,4275.20,55.32
919,01/08/2022,4265.56,54.99
920,29/07/2022,4248.96,54.43
921,28/07/2022,4259.67,54.15
922,27/07/2022,4400.00,54.73
923,26/07/2022,4246.81,54.3
924,25/07/2022,4185.75,53.26
925,22/07/2022,4188.97,52.7
926,21/07/2022,4174.51,51.93
927,20/07/2022,4219.50,52.9
928,19/07/2022,4123.09,53.75
929,18/07/2022,4172.90,52.25
930,15/07/2022,4167.54,52.1
931,14/07/2022,4149.87,51.6
932,13/07/2022,4147.19,51.37
933,12/07/2022,4130.59,51.68
934,11/07/2022,4089.88,51.59
935,08/07/2022,4115.05,51.76
936,07/07/2022,4168.62,51.77
937,06/07/2022,4072.74,51.91
938,05/07/2022,4068.99,51.11
939,01/07/2022,3995.61,51.19
940,30/06/2022,3972.58,50.66
941,29/06/2022,3985.97,51.17
942,28/06/2022,4025.61,51.4
943,27/06/2022,4034.18,51.5
944,24/06/2022,3902.96,51.36
945,23/06/2022,3845.65,49.64
946,22/06/2022,3877.78,49.64
947,21/06/2022,3852.07,49.86
948,17/06/2022,3810.30,49.62
949,16/06/2022,3859.57,48.95
950,15/06/2022,3920.09,49.37
951,14/06/2022,3896.53,49.08
952,13/06/2022,3889.03,49.71
953,10/06/2022,3881.00,50.27
954,09/06/2022,3927.59,51.62
955,08/06/2022,3984.37,52.04
956,07/06/2022,3982.76,51.96
957,06/06/2022,3994.54,52.76
958,01/06/2022,4104.88,53.17
959,31/05/2022,4000.97,52.65
960,27/05/2022,3747.09,49.44
961,26/05/2022,3748.17,49.41
962,25/05/2022,3801.73,49.61
963,24/05/2022,3787.80,49.96
964,23/05/2022,3782.44,49.74
965,20/05/2022,3701.57,49.05
966,19/05/2022,3811.90,48.35
967,18/05/2022,3933.48,51.09
968,17/05/2022,3935.63,51.37
969,16/05/2022,3962.94,50.96
970,13/05/2022,3974.73,51.27
971,12/05/2022,3917.95,50.94
972,11/05/2022,3958.12,50.97
973,10/05/2022,3924.91,51.69
974,09/05/2022,3855.82,50.3
975,06/05/2022,3893.85,50.03
976,05/05/2022,3910.45,50.87
977,04/05/2022,3890.10,51.04
978,03/05/2022,3919.02,51.74
979,29/04/2022,3943.66,52.59
980,28/04/2022,3889.56,50.72
981,27/04/2022,3895.99,50.48
982,26/04/2022,3899.21,52.21
983,25/04/2022,3763.70,51.9
984,22/04/2022,3751.38,51.59
985,21/04/2022,3726.21,51.48
986,20/04/2022,3711.21,50.64
987,19/04/2022,3614.80,49.52
988,14/04/2022,3672.64,50.5
989,13/04/2022,3671.57,50.03
990,12/04/2022,3729.42,50.56
991,11/04/2022,3766.91,50.99
992,08/04/2022,3754.59,51.53
993,07/04/2022,3754.59,51.4
994,06/04/2022,3762.63,51.51
995,05/04/2022,3780.30,52.02
996,04/04/2022,3789.94,51.78
997,01/04/2022,3731.56,51.87
998,31/03/2022,3801.73,51.59
999,30/03/2022,3780.30,52.25
1000,29/03/2022,3713.89,52.54
1001,28/03/2022,3656.58,50.51
1002,25/03/2022,3595.52,50.2
1003,24/03/2022,3627.65,50.29
1004,23/03/2022,3679.61,50.78
1005,22/03/2022,3671.57,51.03
1006,21/03/2022,3664.08,50.7
1007,18/03/2022,3686.57,50.22
1008,17/03/2022,3655.51,50.38
1009,16/03/2022,3673.72,50.18
1010,15/03/2022,3634.62,50.6
1011,14/03/2022,3633.01,50.05
1012,11/03/2022,3626.05,49.87
1013,10/03/2022,3663.54,49.95
1014,09/03/2022,3619.62,50.63
1015,08/03/2022,3561.77,49.14
1016,07/03/2022,3606.23,49.42
1017,04/03/2022,3792.08,51.24
1018,03/03/2022,3875.64,53.76
1019,02/03/2022,3925.45,54.28
1020,01/03/2022,4017.04,55.88
1021,28/02/2022,3991.87,56.26
1022,25/02/2022,3891.71,55.32
1023,24/02/2022,4000.97,55.2
1024,23/02/2022,4041.14,58.77
1025,22/02/2022,4093.09,57.66
1026,18/02/2022,4081.31,58.68
1027,17/02/2022,4081.31,58.23
1028,16/02/2022,4089.35,58.08
1029,15/02/2022,4122.02,58.13
1030,14/02/2022,4170.76,58.66
1031,11/02/2022,4030.43,59.38
1032,10/02/2022,3972.05,57.63
1033,09/02/2022,4163.26,58.67
1034,08/02/2022,4137.55,58.94
1035,07/02/2022,4072.21,58.41
1036,04/02/2022,4072.21,58.13
1037,03/02/2022,4056.14,57.99
1038,02/02/2022,4030.43,57.35
1039,01/02/2022,4064.71,57.16
1040,31/01/2022,4078.63,57.03
1041,28/01/2022,4107.56,56.96
1042,27/01/2022,4092.02,57.94
1043,26/01/2022,4199.14,58.68
1044,25/01/2022,4207.71,59.61
1045,24/01/2022,4158.97,59.36
1046,21/01/2022,3879.92,56.07
1047,20/01/2022,3986.51,56.54
1048,19/01/2022,3695.68,55.69
1049,18/01/2022,3912.06,55.17
1050,14/01/2022,4160.58,60.29
1051,13/01/2022,4170.22,60.3
1052,12/01/2022,4239.85,60.14
1053,11/01/2022,4222.18,60.18
1054,10/01/2022,4231.28,60.32
1055,07/01/2022,4177.72,59.79
1056,06/01/2022,4207.18,59.84
1057,05/01/2022,4262.35,60.5
1058,04/01/2022,4239.32,60.5
1059,31/12/2021,4227.53,60.19
1060,30/12/2021,4265.56,60.24
1061,29/12/2021,4265.56,60.41
1062,23/12/2021,4194.86,59.32
1063,22/12/2021,4215.75,58.53
1064,21/12/2021,4271.45,58.72
1065,20/12/2021,4240.39,59.31
1066,17/12/2021,4279.49,59.69
1067,16/12/2021,4266.63,59.43
1068,15/12/2021,4296.09,59.18
1069,14/12/2021,4314.84,59.84
1070,13/12/2021,4296.09,59.66
1071,10/12/2021,4273.06,59.69
1072,09/12/2021,4280.02,59.12
1073,08/12/2021,4239.85,59.03
1074,07/12/2021,4241.99,58.25
1075,06/12/2021,4187.90,58.04
1076,03/12/2021,4159.51,57.99
1077,02/12/2021,4104.88,58.19
1078,01/12/2021,4112.38,57.61
1079,30/11/2021,4198.61,58.51
1080,29/11/2021,4211.46,59.37
1081,26/11/2021,4197.00,59.22
1082,24/11/2021,4182.01,58.31
1083,23/11/2021,4116.66,58.49
1084,22/11/2021,4104.34,57.92
1085,19/11/2021,4071.67,58.53
1086,18/11/2021,4124.70,58.46
1087,17/11/2021,4132.19,58.5
1088,16/11/2021,4163.26,58.91
1089,15/11/2021,4193.79,58.96
1090,12/11/2021,4177.72,59.15
1091,11/11/2021,4207.18,59.18
1092,10/11/2021,4191.11,59.56
1093,09/11/2021,4157.90,59.39
1094,08/11/2021,4187.36,59.46
1095,05/11/2021,4179.33,59.36
1096,04/11/2021,4191.11,59.39
1097,03/11/2021,4224.85,60.55
1098,02/11/2021,4215.21,60.24
1099,01/11/2021,4225.93,60.19
1100,29/10/2021,4166.47,60.04
1101,28/10/2021,4160.58,60.47
1102,27/10/2021,4200.22,60.64
1103,26/10/2021,4181.47,60.75
1104,25/10/2021,4177.72,60.37
1105,22/10/2021,4156.83,60.27
1106,21/10/2021,4145.58,59.88
1107,20/10/2021,4088.27,59.42
1108,19/10/2021,4113.45,58.92
1109,18/10/2021,4105.95,59.33
1110,15/10/2021,4150.94,59.28
1111,14/10/2021,4156.83,59.77
1112,13/10/2021,4106.49,59.28
1113,12/10/2021,4120.95,58.95
1114,11/10/2021,4125.23,59.25
1115,08/10/2021,4150.94,59.45
1116,07/10/2021,4173.44,59.61
1117,06/10/2021,4168.62,59.11
1118,05/10/2021,4231.28,60.39
1119,04/10/2021,4254.85,60.39
1120,01/10/2021,4278.41,61.16
1121,30/09/2021,4368.40,61.34
1122,29/09/2021,4329.83,61.11
1123,28/09/2021,4239.32,61.43
1124,27/09/2021,4290.20,61.13
1125,24/09/2021,4272.52,61.43
1126,23/09/2021,4312.69,61.93
1127,22/09/2021,4293.41,61.79
1128,21/09/2021,4271.99,61.46
1129,20/09/2021,4204.50,61.02
1130,17/09/2021,4253.24,61.17
1131,16/09/2021,4215.21,61.52
1132,15/09/2021,4286.45,62.07
1133,14/09/2021,4283.77,62.79
1134,13/09/2021,4243.60,62.22
1135,10/09/2021,4246.28,61.83
1136,09/09/2021,4292.88,62.21
1137,08/09/2021,4260.74,61.77
1138,07/09/2021,4285.91,61.9
1139,03/09/2021,4251.63,61.67
1140,02/09/2021,4297.16,61.45
1141,01/09/2021,4335.72,62.7
1142,31/08/2021,4343.22,62.44
1143,27/08/2021,4358.76,62.71
1144,26/08/2021,4309.48,62.6
1145,25/08/2021,4367.32,62.28
1146,24/08/2021,4397.85,62.69
1147,23/08/2021,4439.63,63.29
1148,20/08/2021,4410.17,63.09
1149,19/08/2021,4371.07,62.87
1150,18/08/2021,4455.16,63.9
1151,17/08/2021,4412.85,64.01
1152,16/08/2021,4444.99,64.13
1153,13/08/2021,4435.35,64.59
1154,12/08/2021,4424.10,64.34
1155,11/08/2021,4416.60,64.44
1156,10/08/2021,4424.63,64.32
1157,09/08/2021,4383.39,64.35
1158,06/08/2021,4393.57,63.89
1159,05/08/2021,4403.75,64.59
1160,04/08/2021,4460.52,65.25
1161,03/08/2021,4424.63,64.78
1162,02/08/2021,4468.02,64.51
1163,30/07/2021,4386.61,65.21
1164,29/07/2021,4343.76,64.23
1165,28/07/2021,4330.90,63.37
1166,27/07/2021,4297.16,63.14
1167,26/07/2021,4404.28,63.23
1168,23/07/2021,4322.33,63.57
1169,22/07/2021,4488.37,62.93
1170,21/07/2021,4638.34,66.36
1171,20/07/2021,4680.12,66.3
1172,19/07/2021,4666.73,66.99
1173,16/07/2021,4625.49,67.52
1174,15/07/2021,4606.20,67.19
1175,14/07/2021,4630.31,66.99
1176,13/07/2021,4615.85,67.12
1177,12/07/2021,4579.96,66.93
1178,09/07/2021,4622.81,66.6
1179,08/07/2021,4649.59,66.72
1180,07/07/2021,4602.46,66.89
1181,06/07/2021,4541.40,66.61
1182,02/07/2021,4578.35,65.98
1183,01/07/2021,4533.36,65.91
1184,30/06/2021,4567.64,65.97
1185,29/06/2021,4606.20,66.87
1186,28/06/2021,4566.57,66.83
1187,25/06/2021,4552.64,66.77
1188,24/06/2021,4573.53,66.83
1189,23/06/2021,4606.74,67.86
1190,22/06/2021,4606.20,67.64
1191,21/06/2021,4601.38,67.24
1192,18/06/2021,4671.01,67.29
1193,17/06/2021,4619.59,67.95
1194,16/06/2021,4636.20,69.39
1195,15/06/2021,4624.95,68.84
1196,14/06/2021,4595.49,67.92
1197,11/06/2021,4579.42,67.84
1198,10/06/2021,4567.64,67.96
1199,09/06/2021,4577.82,68.16
1200,08/06/2021,4580.50,68.51
1201,07/06/2021,4593.89,68.16
1202,04/06/2021,4584.78,68.11
1203,03/06/2021,4550.50,67.86
1204,02/06/2021,4543.54,67.74
1205,01/06/2021,4539.79,68.05
1206,28/05/2021,4488.37,67.3
1207,27/05/2021,4599.24,67.77
1208,26/05/2021,4621.74,68.63
1209,25/05/2021,4576.75,68.4
1210,24/05/2021,4596.03,68.1
1211,21/05/2021,4594.96,68.38
1212,20/05/2021,4578.89,68
1213,19/05/2021,4569.25,68.42
1214,18/05/2021,4634.06,68.64
1215,17/05/2021,4606.20,68.48
1216,14/05/2021,4606.20,68.25
1217,13/05/2021,4538.72,66.99
1218,12/05/2021,4525.86,67.47
1219,11/05/2021,4556.93,67.02
1220,10/05/2021,4546.22,67.55
1221,07/05/2021,4605.67,67.07
1222,06/05/2021,4524.79,66.41
1223,05/05/2021,4481.41,66.18
1224,04/05/2021,4549.97,65.6
1225,30/04/2021,4529.61,66.52
1226,29/04/2021,4426.78,66.34
1227,28/04/2021,4338.94,63.73
1228,27/04/2021,4365.72,63.41
1229,26/04/2021,4375.36,63.95
1230,23/04/2021,4402.67,63.96
1231,22/04/2021,4407.50,63.81
1232,21/04/2021,4424.63,64.65
1233,20/04/2021,4417.67,64.71
1234,19/04/2021,4444.45,64.97
1235,16/04/2021,4465.88,64.59
1236,15/04/2021,4414.46,64.49
1237,14/04/2021,4417.14,63.9
1238,13/04/2021,4422.49,63.78
1239,12/04/2021,4418.21,63.6
1240,09/04/2021,4457.84,63.71
1241,08/04/2021,4387.14,64.14
1242,07/04/2021,4383.93,64.08
1243,06/04/2021,4337.33,63.36
1244,01/04/2021,4365.18,63.09
1245,31/03/2021,4350.19,63.27
1246,30/03/2021,4408.03,63.01
1247,29/03/2021,4355.54,63.06
1248,26/03/2021,4350.19,62.71
1249,25/03/2021,4346.97,62.96
1250,24/03/2021,4368.40,62.27
1251,23/03/2021,4275.20,62.84
1252,22/03/2021,4239.85,62.12
1253,19/03/2021,4275.20,62.12
1254,18/03/2021,4301.98,62.71
1255,17/03/2021,4300.91,62.91
1256,16/03/2021,4270.92,62.21
1257,15/03/2021,4244.14,62.56
1258,12/03/2021,4197.00,61.56
1259,11/03/2021,4236.64,61.5
1260,10/03/2021,4183.08,61.9
1261,09/03/2021,4172.36,61.58
1262,08/03/2021,4155.23,60.23
1263,05/03/2021,4116.66,60.14
1264,04/03/2021,4082.38,60.45
1265,03/03/2021,4101.66,59.5
1266,02/03/2021,4059.89,59.77
1267,01/03/2021,4006.33,59.28
1268,26/02/2021,4099.52,59.5
1269,25/02/2021,4079.17,60.64
1270,24/02/2021,4183.08,60.62
1271,23/02/2021,4111.31,61.11
1272,22/02/2021,4159.51,60.89
1273,19/02/2021,4251.63,62.15
1274,18/02/2021,4258.06,62.21
1275,17/02/2021,4264.49,61.85
1276,16/02/2021,4280.56,62.83
1277,12/02/2021,4198.07,60.96
1278,11/02/2021,4194.86,60.71
1279,10/02/2021,4228.07,61.72
1280,09/02/2021,4264.49,60.98
1281,08/02/2021,4307.34,61.85
1282,05/02/2021,4366.25,62.15
1283,04/02/2021,4552.64,63.28
1284,03/02/2021,4597.64,66.72
1285,02/02/2021,4576.21,66.04
1286,01/02/2021,4611.56,65.87
1287,29/01/2021,4592.28,65.55
1288,28/01/2021,4659.77,66.61
1289,27/01/2021,4706.90,67.5
1290,26/01/2021,4773.31,68.39
1291,25/01/2021,4689.76,67.58
1292,22/01/2021,4675.83,67.28
1293,21/01/2021,4665.12,67.19
1294,20/01/2021,4659.77,66.89
1295,19/01/2021,4682.26,67.33
1296,15/01/2021,4665.12,67.04
1297,14/01/2021,4659.77,66.78
1298,13/01/2021,4619.06,66.35
1299,12/01/2021,4691.90,66.2
1300,11/01/2021,4766.89,67.23
1301,08/01/2021,4754.03,67.41
1302,07/01/2021,4796.88,67.78
1303,06/01/2021,4751.89,68.2
1304,05/01/2021,4756.17,67.96
1305,04/01/2021,4763.67,68.97
1306,31/12/2020,4754.03,68.36
1307,30/12/2020,4762.60,68.07
1308,29/12/2020,4721.90,67.64
1309,24/12/2020,4606.20,65.86
1310,23/12/2020,4640.48,65.59
1311,22/12/2020,4599.78,65.59
1312,21/12/2020,4672.62,64.86
1313,18/12/2020,4672.62,66.32
1314,17/12/2020,4719.75,66.38
1315,16/12/2020,4625.49,65.78
1316,15/12/2020,4676.90,65.67
1317,14/12/2020,4725.11,65.99
1318,11/12/2020,4705.83,65.63
1319,10/12/2020,4713.33,66.18
1320,09/12/2020,4690.83,65.5
1321,08/12/2020,4640.48,64.97
1322,07/12/2020,4670.48,65.15
1323,04/12/2020,4616.92,65.21
1324,03/12/2020,4734.75,65.58
1325,02/12/2020,4749.75,66.06
1326,01/12/2020,4891.15,67.92
1327,30/11/2020,4847.23,68.5
1328,27/11/2020,4902.93,68.83
1329,25/11/2020,4654.41,67.94
1330,24/11/2020,4700.47,65.51
1331,23/11/2020,4775.46,66.02
1332,20/11/2020,4781.88,66.78
1333,19/11/2020,4805.45,66.63
1334,18/11/2020,4826.87,67.75
1335,17/11/2020,4929.71,68.24
1336,16/11/2020,5119.31,69.81
1337,13/11/2020,5128.96,70.25
1338,12/11/2020,5109.67,70.86
1339,11/11/2020,5004.70,70.52
1340,10/11/2020,5008.98,69.41
1341,09/11/2020,5072.18,71.12
1342,06/11/2020,4961.85,69.15
1343,05/11/2020,5022.91,69.53
1344,04/11/2020,4850.44,67.02
1345,03/11/2020,4801.17,66.18
1346,02/11/2020,4721.90,64.92
1347,30/10/2020,4732.61,64.09
1348,29/10/2020,4782.95,64.73
1349,28/10/2020,4984.34,66.48
1350,27/10/2020,4997.20,68.1
1351,26/10/2020,4986.48,68.24
1352,23/10/2020,5027.19,69.53
1353,22/10/2020,5057.18,69.73
1354,21/10/2020,5194.30,69.53
1355,20/10/2020,5134.31,70.67
1356,19/10/2020,5224.29,70.65
1357,16/10/2020,5183.59,70.66
1358,15/10/2020,5202.87,70.11
1359,14/10/2020,5251.07,71.33
1360,13/10/2020,5176.09,70.79
1361,12/10/2020,5166.45,70.92
1362,09/10/2020,5155.74,70.53
1363,08/10/2020,5125.74,69.84
1364,07/10/2020,5132.17,69.48
1365,06/10/2020,5198.58,70.34
1366,05/10/2020,5207.15,70.7
1367,02/10/2020,5126.81,69.87
1368,01/10/2020,5151.45,69.6
1369,30/09/2020,5146.09,69.77
1370,29/09/2020,5146.09,69.49
1371,28/09/2020,5102.18,69.63
1372,25/09/2020,5076.47,67.86
1373,24/09/2020,5080.75,68.28
1374,23/09/2020,5105.39,69.12
1375,22/09/2020,5003.62,67.78
1376,21/09/2020,5041.12,67.46
1377,18/09/2020,5179.30,69.05
1378,17/09/2020,5111.82,69.87
1379,16/09/2020,5193.23,70.53
1380,15/09/2020,5146.09,70.62
1381,14/09/2020,5195.37,70.34
1382,11/09/2020,5128.96,69.81
1383,10/09/2020,5086.11,69.8
1384,09/09/2020,4927.57,69.14
1385,08/09/2020,4848.30,67.06
1386,04/09/2020,4799.02,67.05
1387,03/09/2020,4866.51,68.68
1388,02/09/2020,4752.96,67.87
1389,01/09/2020,4784.03,66.88
1390,28/08/2020,4887.93,67.59
1391,27/08/2020,4885.79,68.82
1392,26/08/2020,4863.30,67.51
1393,25/08/2020,4909.36,68.11
1394,24/08/2020,4869.72,68.18
1395,21/08/2020,4849.37,66.21
1396,20/08/2020,4871.86,67.15
1397,19/08/2020,4822.59,68.19
1398,18/08/2020,4842.94,67.68
1399,17/08/2020,4857.94,67.01
1400,14/08/2020,4880.43,67.08
1401,13/08/2020,4904.00,67.78
1402,12/08/2020,4804.38,67.28
1403,11/08/2020,4841.87,67.1
1404,10/08/2020,4865.44,67.43
1405,07/08/2020,4877.22,67.23
1406,06/08/2020,4938.28,67.84
1407,05/08/2020,5030.40,69.84
1408,04/08/2020,4992.91,68.38
1409,03/08/2020,4884.72,69.44
1410,31/07/2020,4905.07,68.68
1411,30/07/2020,5068.97,68.59
1412,29/07/2020,5053.97,70.47
1413,28/07/2020,5013.26,67.91
1414,27/07/2020,5000.41,69.09
1415,24/07/2020,4983.27,68.52
1416,23/07/2020,4968.27,68.06
1417,22/07/2020,4647.98,62.84
1418,21/07/2020,4645.84,62.98
1419,20/07/2020,4691.90,62.76
1420,17/07/2020,4639.41,62.52
1421,16/07/2020,4612.63,61.95
1422,15/07/2020,4624.42,62.61
1423,14/07/2020,4604.06,61.4
1424,13/07/2020,4521.58,61.47
1425,10/07/2020,4447.67,60.74
1426,09/07/2020,4539.79,61.47
1427,08/07/2020,4578.35,60.99
1428,07/07/2020,4624.42,61.27
1429,06/07/2020,4671.55,62.43
1430,02/07/2020,4657.62,62.48
1431,01/07/2020,4646.91,61.54
1432,30/06/2020,4732.61,61.19
1433,29/06/2020,4791.52,62.26
1434,26/06/2020,4772.24,64.22
1435,25/06/2020,4777.60,63.34
1436,24/06/2020,4839.73,64.36
1437,23/06/2020,4864.37,64.45
1438,22/06/2020,4907.21,65.14
1439,19/06/2020,4841.87,65.42
1440,18/06/2020,4799.02,64.26
1441,17/06/2020,4734.75,63.96
1442,16/06/2020,4642.63,63.06
1443,15/06/2020,4560.14,60.82
1444,12/06/2020,4641.55,61.64
1445,11/06/2020,4644.77,62.19
1446,10/06/2020,4611.56,63.51
1447,09/06/2020,4697.26,62.35
1448,08/06/2020,4694.04,63.08
1449,05/06/2020,4711.18,63.47
1450,04/06/2020,4672.62,62.81
1451,03/06/2020,4623.34,62.09
1452,02/06/2020,4617.99,61.39
1453,01/06/2020,4664.05,61.01
1454,29/05/2020,4606.20,61.3
1455,28/05/2020,4505.51,59.93
1456,27/05/2020,4418.74,57.13
1457,26/05/2020,4478.73,57.94
1458,22/05/2020,4374.82,56.66
1459,21/05/2020,4451.95,57.81
1460,20/05/2020,4400.53,57.74
1461,19/05/2020,4573.00,57.93
1462,18/05/2020,4483.02,58.26
1463,15/05/2020,4404.82,57.04
1464,14/05/2020,4435.88,57.18
1465,13/05/2020,4486.23,58.69
1466,12/05/2020,4442.31,59.02
1467,11/05/2020,4410.17,58.02
1468,07/05/2020,4283.77,57.04
1469,06/05/2020,4331.97,57.04
1470,05/05/2020,4337.33,56.93
1471,04/05/2020,4355.54,57.07
1472,01/05/2020,4338.40,58.4
1473,30/04/2020,4432.67,59.31
1474,29/04/2020,4352.33,58.31
1475,28/04/2020,4400.53,57.96
1476,27/04/2020,4417.67,58.35
1477,24/04/2020,4398.39,57.67
1478,23/04/2020,4365.18,58.55
1479,22/04/2020,4531.22,59.82
1480,21/04/2020,4584.78,59.13
1481,20/04/2020,4446.59,59.66
1482,17/04/2020,4530.15,59.18
1483,16/04/2020,4415.53,58.29
1484,15/04/2020,4468.02,58.37
1485,14/04/2020,4420.89,59.61
1486,09/04/2020,4393.03,58.59
1487,08/04/2020,4371.61,57.66
1488,07/04/2020,4480.87,58.69
1489,06/04/2020,4409.10,57.45
1490,03/04/2020,4331.97,56.16
1491,02/04/2020,4278.41,56.08
1492,01/04/2020,4256.99,55.54
1493,31/03/2020,4429.46,57.12
1494,30/03/2020,4207.71,55.68
1495,27/03/2020,4218.96,54.32
1496,26/03/2020,4218.96,54.16
1497,25/03/2020,4302.52,52.91
1498,24/03/2020,4239.85,52.08
1499,23/03/2020,4217.36,52.43
1500,20/03/2020,4781.88,55.37
1501,19/03/2020,4508.19,54.97
1502,18/03/2020,4296.09,54.18
1503,17/03/2020,4121.48,52.25
1504,16/03/2020,3967.23,50.36
1505,13/03/2020,4217.89,56.76
1506,12/03/2020,4250.56,54.97
1507,11/03/2020,4462.13,60.32
1508,10/03/2020,4506.58,61.1
1509,09/03/2020,4466.95,61.71
1510,06/03/2020,4726.18,64.09
1511,05/03/2020,4804.38,64.98
1512,04/03/2020,4717.08,64.25
1513,03/03/2020,4645.30,63.18
1514,02/03/2020,4600.85,61.52
1515,28/02/2020,4531.22,60.59
1516,27/02/2020,4646.38,63.09
1517,26/02/2020,4679.58,63.64
1518,25/02/2020,4794.74,64.71
1519,24/02/2020,4867.58,64.67
1520,21/02/2020,4913.64,67.04
1521,20/02/2020,4931.32,66.84
1522,19/02/2020,4958.63,67.6
1523,18/02/2020,4948.99,68.09
